understat_match_id,kickoff_date,venue,minute,team,conceded_by,player,understat_id,x,y,zone,xg,result,situation,shot_type
28778,2025-08-15,A,2,LIV,BOU,Hugo Ekitike,8995,0.762,0.699,out_of_box,0.0146,SavedShot,OpenPlay,RightFoot
28778,2025-08-15,A,3,LIV,BOU,Mohamed Salah,1250,0.856,0.313,penalty_area,0.0427,SavedShot,OpenPlay,LeftFoot
28778,2025-08-15,A,4,LIV,BOU,Virgil van Dijk,833,0.914,0.505,penalty_area,0.258,MissedShots,FromCorner,Head
28778,2025-08-15,A,30,LIV,BOU,Virgil van Dijk,833,0.912,0.532,penalty_area,0.0777,SavedShot,FromCorner,Head
28778,2025-08-15,A,36,LIV,BOU,Hugo Ekitike,8995,0.891,0.524,penalty_area,0.4041,Goal,OpenPlay,RightFoot
28778,2025-08-15,A,38,LIV,BOU,Hugo Ekitike,8995,0.942,0.483,penalty_area,0.5348,MissedShots,OpenPlay,Head
28778,2025-08-15,A,47,LIV,BOU,Mohamed Salah,1250,0.85,0.427,penalty_area,0.1134,BlockedShot,OpenPlay,LeftFoot
28778,2025-08-15,A,46,LIV,BOU,Hugo Ekitike,8995,0.961,0.521,six_yard,0.1347,MissedShots,FromCorner,OtherBodyPart
28778,2025-08-15,A,48,LIV,BOU,Cody Gakpo,11296,0.851,0.492,penalty_area,0.0957,Goal,OpenPlay,RightFoot
28778,2025-08-15,A,51,LIV,BOU,Alexis Mac Allister,8379,0.76,0.348,out_of_box,0.0272,SavedShot,OpenPlay,RightFoot
28778,2025-08-15,A,52,LIV,BOU,Jeremie Frimpong,9328,0.754,0.372,out_of_box,0.0156,BlockedShot,FromCorner,RightFoot
28778,2025-08-15,A,53,LIV,BOU,Dominik Szoboszlai,9788,0.709,0.557,out_of_box,0.0146,MissedShots,OpenPlay,RightFoot
28778,2025-08-15,A,62,LIV,BOU,Florian Wirtz,8397,0.84,0.458,out_of_box,0.111,MissedShots,OpenPlay,RightFoot
28778,2025-08-15,A,69,LIV,BOU,Cody Gakpo,11296,0.852,0.761,penalty_area,0.033,SavedShot,OpenPlay,RightFoot
28778,2025-08-15,A,79,LIV,BOU,Dominik Szoboszlai,9788,0.855,0.442,penalty_area,0.0939,MissedShots,OpenPlay,LeftFoot
28778,2025-08-15,A,80,LIV,BOU,Dominik Szoboszlai,9788,0.865,0.336,penalty_area,0.0512,SavedShot,OpenPlay,RightFoot
28778,2025-08-15,A,87,LIV,BOU,Cody Gakpo,11296,0.909,0.624,penalty_area,0.0701,MissedShots,SetPiece,RightFoot
28778,2025-08-15,A,87,LIV,BOU,Federico Chiesa,1433,0.898,0.534,penalty_area,0.099,Goal,OpenPlay,RightFoot
28778,2025-08-15,A,93,LIV,BOU,Mohamed Salah,1250,0.899,0.613,penalty_area,0.1389,Goal,OpenPlay,RightFoot
28778,2025-08-15,H,5,BOU,LIV,Antoine Semenyo,11363,0.908,0.444,penalty_area,0.3169,MissedShots,OpenPlay,RightFoot
28778,2025-08-15,H,9,BOU,LIV,Evanilson,12963,0.949,0.411,six_yard,0.0717,MissedShots,FromCorner,Head
28778,2025-08-15,H,34,BOU,LIV,Marcus Tavernier,10741,0.87,0.521,penalty_area,0.351,SavedShot,OpenPlay,RightFoot
28778,2025-08-15,H,41,BOU,LIV,David Brooks,6820,0.855,0.685,penalty_area,0.0386,BlockedShot,OpenPlay,RightFoot
28778,2025-08-15,H,46,BOU,LIV,Marcus Tavernier,10741,0.75,0.315,out_of_box,0.0455,BlockedShot,DirectFreekick,LeftFoot
28778,2025-08-15,H,48,BOU,LIV,Evanilson,12963,0.877,0.656,penalty_area,0.0973,MissedShots,OpenPlay,LeftFoot
28778,2025-08-15,H,63,BOU,LIV,Antoine Semenyo,11363,0.908,0.513,penalty_area,0.426,Goal,OpenPlay,LeftFoot
28778,2025-08-15,H,70,BOU,LIV,David Brooks,6820,0.896,0.63,penalty_area,0.0771,BlockedShot,OpenPlay,LeftFoot
28778,2025-08-15,H,70,BOU,LIV,Evanilson,12963,0.912,0.595,penalty_area,0.0532,MissedShots,OpenPlay,Head
28778,2025-08-15,H,75,BOU,LIV,Antoine Semenyo,11363,0.825,0.483,out_of_box,0.0956,Goal,OpenPlay,LeftFoot
28779,2025-08-16,A,46,AVL,NEW,Boubacar Kamara,5789,0.901,0.473,penalty_area,0.1752,SavedShot,FromCorner,Head
28779,2025-08-16,A,64,AVL,NEW,Ollie Watkins,8865,0.847,0.417,penalty_area,0.08,SavedShot,OpenPlay,LeftFoot
28779,2025-08-16,A,86,AVL,NEW,Donyell Malen,9749,0.894,0.265,penalty_area,0.0635,SavedShot,OpenPlay,RightFoot
28779,2025-08-16,H,2,NEW,AVL,Anthony Elanga,9524,0.868,0.433,penalty_area,0.5098,SavedShot,OpenPlay,RightFoot
28779,2025-08-16,H,2,NEW,AVL,Anthony Gordon,8150,0.847,0.648,penalty_area,0.0538,BlockedShot,OpenPlay,RightFoot
28779,2025-08-16,H,7,NEW,AVL,Anthony Gordon,8150,0.848,0.617,penalty_area,0.0206,BlockedShot,SetPiece,RightFoot
28779,2025-08-16,H,10,NEW,AVL,Anthony Gordon,8150,0.93,0.47,penalty_area,0.4055,MissedShots,OpenPlay,Head
28779,2025-08-16,H,12,NEW,AVL,Anthony Elanga,9524,0.912,0.362,penalty_area,0.0593,MissedShots,OpenPlay,RightFoot
28779,2025-08-16,H,15,NEW,AVL,Anthony Gordon,8150,0.784,0.613,out_of_box,0.0233,SavedShot,SetPiece,RightFoot
28779,2025-08-16,H,26,NEW,AVL,Anthony Gordon,8150,0.849,0.651,penalty_area,0.0749,BlockedShot,OpenPlay,RightFoot
28779,2025-08-16,H,27,NEW,AVL,Fabian Schär,76,0.738,0.346,out_of_box,0.0145,MissedShots,OpenPlay,RightFoot
28779,2025-08-16,H,67,NEW,AVL,Fabian Schär,76,0.763,0.455,out_of_box,0.0226,MissedShots,SetPiece,RightFoot
28779,2025-08-16,H,71,NEW,AVL,Anthony Gordon,8150,0.677,0.593,out_of_box,0.0152,BlockedShot,FromCorner,RightFoot
28779,2025-08-16,H,72,NEW,AVL,Harvey Barnes,6681,0.898,0.609,penalty_area,0.0713,BlockedShot,OpenPlay,RightFoot
28779,2025-08-16,H,76,NEW,AVL,Harvey Barnes,6681,0.802,0.469,out_of_box,0.047,BlockedShot,OpenPlay,RightFoot
28779,2025-08-16,H,87,NEW,AVL,Harvey Barnes,6681,0.825,0.685,out_of_box,0.0266,MissedShots,OpenPlay,RightFoot
28779,2025-08-16,H,90,NEW,AVL,Anthony Gordon,8150,0.685,0.511,out_of_box,0.0105,SavedShot,OpenPlay,RightFoot
28779,2025-08-16,H,93,NEW,AVL,William Osula,9556,0.836,0.318,out_of_box,0.0403,BlockedShot,OpenPlay,LeftFoot
28779,2025-08-16,H,96,NEW,AVL,Fabian Schär,76,0.355,0.309,out_of_box,0.0058,MissedShots,OpenPlay,RightFoot
28780,2025-08-16,A,13,BHA,FUL,Carlos Baleba,10527,0.74,0.464,out_of_box,0.0193,MissedShots,OpenPlay,RightFoot
28780,2025-08-16,A,25,BHA,FUL,Georginio Rutter,6937,0.75,0.632,out_of_box,0.0222,SavedShot,OpenPlay,RightFoot
28780,2025-08-16,A,27,BHA,FUL,Kaoru Mitoma,10806,0.933,0.597,penalty_area,0.0808,MissedShots,OpenPlay,Head
28780,2025-08-16,A,37,BHA,FUL,Georginio Rutter,6937,0.796,0.449,out_of_box,0.0332,BlockedShot,OpenPlay,LeftFoot
28780,2025-08-16,A,42,BHA,FUL,Mats Wieffer,12758,0.89,0.423,penalty_area,0.013,SavedShot,SetPiece,Head
28780,2025-08-16,A,54,BHA,FUL,Matt O&#039;Riley,13206,0.885,0.5,penalty_area,0.7612,Goal,Penalty,LeftFoot
28780,2025-08-16,A,64,BHA,FUL,Yankuba Minteh,12759,0.897,0.402,penalty_area,0.1414,MissedShots,OpenPlay,LeftFoot
28780,2025-08-16,A,75,BHA,FUL,Diego Gómez,13364,0.749,0.46,out_of_box,0.0247,SavedShot,OpenPlay,RightFoot
28780,2025-08-16,A,86,BHA,FUL,Lewis Dunk,6048,0.962,0.587,six_yard,0.0308,MissedShots,FromCorner,Head
28780,2025-08-16,A,88,BHA,FUL,Brajan Gruda,11310,0.919,0.361,penalty_area,0.3136,MissedShots,OpenPlay,RightFoot
28780,2025-08-16,H,1,FUL,BHA,Raúl Jiménez,4105,0.93,0.644,penalty_area,0.0947,MissedShots,OpenPlay,LeftFoot
28780,2025-08-16,H,42,FUL,BHA,Harry Wilson,5596,0.966,0.385,six_yard,0.0419,MissedShots,OpenPlay,Head
28780,2025-08-16,H,47,FUL,BHA,Joshua King,12410,0.961,0.644,penalty_area,0.0919,SavedShot,OpenPlay,LeftFoot
28780,2025-08-16,H,47,FUL,BHA,Raúl Jiménez,4105,0.976,0.575,six_yard,0.1503,MissedShots,OpenPlay,RightFoot
28780,2025-08-16,H,57,FUL,BHA,Alex Iwobi,500,0.739,0.765,out_of_box,0.0141,MissedShots,OpenPlay,RightFoot
28780,2025-08-16,H,95,FUL,BHA,Emile Smith-Rowe,7230,0.797,0.57,out_of_box,0.0385,BlockedShot,OpenPlay,RightFoot
28780,2025-08-16,H,96,FUL,BHA,Rodrigo Muniz,10717,0.949,0.579,six_yard,0.4854,Goal,FromCorner,LeftFoot
28781,2025-08-16,A,5,SUN,WHU,Habib Diarra,9767,0.895,0.334,penalty_area,0.3046,SavedShot,OpenPlay,RightFoot
28781,2025-08-16,A,6,SUN,WHU,Dan Ballard,13715,0.973,0.612,six_yard,0.0249,MissedShots,FromCorner,Head
28781,2025-08-16,A,43,SUN,WHU,Eliezer Mayenda,13718,0.917,0.409,penalty_area,0.09,BlockedShot,FromCorner,RightFoot
28781,2025-08-16,A,43,SUN,WHU,Dan Ballard,13715,0.952,0.611,six_yard,0.0382,SavedShot,FromCorner,Head
28781,2025-08-16,A,47,SUN,WHU,Simon Adingra,11710,0.875,0.579,penalty_area,0.0757,MissedShots,OpenPlay,RightFoot
28781,2025-08-16,A,57,SUN,WHU,Dan Ballard,13715,0.961,0.601,six_yard,0.0167,MissedShots,FromCorner,Head
28781,2025-08-16,A,59,SUN,WHU,Habib Diarra,9767,0.724,0.521,out_of_box,0.0169,MissedShots,OpenPlay,LeftFoot
28781,2025-08-16,A,60,SUN,WHU,Eliezer Mayenda,13718,0.902,0.443,penalty_area,0.0367,Goal,OpenPlay,Head
28781,2025-08-16,A,72,SUN,WHU,Dan Ballard,13715,0.907,0.542,penalty_area,0.0281,Goal,FromCorner,Head
28781,2025-08-16,A,91,SUN,WHU,Wilson Isidor,7148,0.851,0.716,penalty_area,0.0925,Goal,OpenPlay,RightFoot
28781,2025-08-16,H,2,WHU,SUN,Jarrod Bowen,1776,0.926,0.306,penalty_area,0.0659,SavedShot,OpenPlay,RightFoot
28781,2025-08-16,H,3,WHU,SUN,El Hadji Malick Diouf,13723,0.724,0.51,out_of_box,0.0144,MissedShots,FromCorner,LeftFoot
28781,2025-08-16,H,25,WHU,SUN,El Hadji Malick Diouf,13723,0.852,0.579,penalty_area,0.0907,BlockedShot,OpenPlay,LeftFoot
28781,2025-08-16,H,26,WHU,SUN,Niclas Füllkrug,6098,0.907,0.569,penalty_area,0.1013,BlockedShot,OpenPlay,RightFoot
28781,2025-08-16,H,28,WHU,SUN,Jarrod Bowen,1776,0.798,0.586,out_of_box,0.0414,BlockedShot,OpenPlay,LeftFoot
28781,2025-08-16,H,41,WHU,SUN,Guido Rodríguez,8267,0.76,0.548,out_of_box,0.0242,BlockedShot,OpenPlay,RightFoot
28781,2025-08-16,H,77,WHU,SUN,El Hadji Malick Diouf,13723,0.747,0.488,out_of_box,0.0167,BlockedShot,FromCorner,LeftFoot
28781,2025-08-16,H,84,WHU,SUN,Jarrod Bowen,1776,0.911,0.434,penalty_area,0.0571,BlockedShot,FromCorner,Head
28781,2025-08-16,H,84,WHU,SUN,Tomas Soucek,8288,0.85,0.409,penalty_area,0.0489,SavedShot,OpenPlay,LeftFoot
28781,2025-08-16,H,86,WHU,SUN,Callum Wilson,468,0.887,0.564,penalty_area,0.0243,MissedShots,SetPiece,Head
28781,2025-08-16,H,89,WHU,SUN,Niclas Füllkrug,6098,0.881,0.528,penalty_area,0.0411,SavedShot,OpenPlay,Head
28781,2025-08-16,H,95,WHU,SUN,Jarrod Bowen,1776,0.792,0.515,out_of_box,0.0329,BlockedShot,SetPiece,LeftFoot
28782,2025-08-16,A,0,TOT,BUR,Lucas Bergvall,12912,0.977,0.412,six_yard,0.0928,SavedShot,OpenPlay,RightFoot
28782,2025-08-16,A,0,TOT,BUR,Brennan Johnson,10760,0.811,0.483,out_of_box,0.0362,MissedShots,FromCorner,RightFoot
28782,2025-08-16,A,9,TOT,BUR,Richarlison,6026,0.874,0.46,penalty_area,0.0744,Goal,OpenPlay,RightFoot
28782,2025-08-16,A,11,TOT,BUR,Richarlison,6026,0.926,0.522,penalty_area,0.0887,MissedShots,OpenPlay,Head
28782,2025-08-16,A,39,TOT,BUR,Djed Spence,10764,0.774,0.617,out_of_box,0.0326,MissedShots,OpenPlay,RightFoot
28782,2025-08-16,A,48,TOT,BUR,Micky van de Ven,10050,0.974,0.485,six_yard,0.1455,MissedShots,FromCorner,Head
28782,2025-08-16,A,51,TOT,BUR,Richarlison,6026,0.885,0.588,penalty_area,0.0888,BlockedShot,OpenPlay,RightFoot
28782,2025-08-16,A,51,TOT,BUR,Richarlison,6026,0.965,0.577,six_yard,0.4999,SavedShot,OpenPlay,LeftFoot
28782,2025-08-16,A,51,TOT,BUR,Mohammed Kudus,12027,0.917,0.227,penalty_area,0.0294,MissedShots,OpenPlay,LeftFoot
28782,2025-08-16,A,59,TOT,BUR,Richarlison,6026,0.886,0.543,penalty_area,0.0936,Goal,OpenPlay,RightFoot
28782,2025-08-16,A,63,TOT,BUR,Pedro Porro,6912,0.767,0.322,out_of_box,0.0259,MissedShots,OpenPlay,RightFoot
28782,2025-08-16,A,65,TOT,BUR,Brennan Johnson,10760,0.914,0.579,penalty_area,0.5134,Goal,OpenPlay,RightFoot
28782,2025-08-16,A,69,TOT,BUR,Micky van de Ven,10050,0.964,0.464,six_yard,0.1343,MissedShots,FromCorner,Head
28782,2025-08-16,A,74,TOT,BUR,Dominic Solanke,1679,0.851,0.483,penalty_area,0.0927,MissedShots,OpenPlay,LeftFoot
28782,2025-08-16,A,83,TOT,BUR,Djed Spence,10764,0.961,0.669,penalty_area,0.0641,SavedShot,OpenPlay,RightFoot
28782,2025-08-16,A,84,TOT,BUR,Mohammed Kudus,12027,0.762,0.371,out_of_box,0.0267,MissedShots,FromCorner,LeftFoot
28782,2025-08-16,H,13,BUR,TOT,Jaidon Anthony,10746,0.891,0.504,penalty_area,0.0279,MissedShots,SetPiece,Head
28782,2025-08-16,H,14,BUR,TOT,Oliver Sonne,13726,0.831,0.665,out_of_box,0.0169,MissedShots,FromCorner,LeftFoot
28782,2025-08-16,H,22,BUR,TOT,Josh Laurent,13728,0.743,0.399,out_of_box,0.0193,SavedShot,OpenPlay,RightFoot
28782,2025-08-16,H,23,BUR,TOT,Kyle Walker,638,0.704,0.379,out_of_box,0.0138,MissedShots,OpenPlay,RightFoot
28782,2025-08-16,H,23,BUR,TOT,Jaidon Anthony,10746,0.774,0.636,out_of_box,0.0247,BlockedShot,OpenPlay,RightFoot
28782,2025-08-16,H,26,BUR,TOT,Lyle Foster,7498,0.775,0.413,out_of_box,0.1391,BlockedShot,OpenPlay,RightFoot
28782,2025-08-16,H,28,BUR,TOT,Maxime Estève,9487,0.92,0.505,penalty_area,0.0453,SavedShot,FromCorner,OtherBodyPart
28782,2025-08-16,H,29,BUR,TOT,Josh Laurent,13728,0.866,0.702,penalty_area,0.0375,MissedShots,OpenPlay,RightFoot
28782,2025-08-16,H,31,BUR,TOT,Hannibal Mejbri,9558,0.784,0.782,out_of_box,0.0406,MissedShots,DirectFreekick,RightFoot
28782,2025-08-16,H,42,BUR,TOT,Josh Laurent,13728,0.784,0.412,out_of_box,0.0269,SavedShot,OpenPlay,RightFoot
28782,2025-08-16,H,57,BUR,TOT,Lyle Foster,7498,0.905,0.463,penalty_area,0.1227,MissedShots,OpenPlay,LeftFoot
28782,2025-08-16,H,57,BUR,TOT,Jaidon Anthony,10746,0.931,0.54,penalty_area,0.129,SavedShot,OpenPlay,RightFoot
28782,2025-08-16,H,67,BUR,TOT,Chimuanya Ugochukwu,9451,0.823,0.512,out_of_box,0.0747,MissedShots,OpenPlay,RightFoot
28782,2025-08-16,H,72,BUR,TOT,Jaidon Anthony,10746,0.849,0.466,penalty_area,0.0314,BlockedShot,FromCorner,RightFoot
28783,2025-08-16,A,25,WOL,MCI,Jørgen Strand Larsen,11070,0.88,0.466,penalty_area,0.0795,BlockedShot,OpenPlay,RightFoot
28783,2025-08-16,A,28,WOL,MCI,Jean-Ricner Bellegarde,7762,0.81,0.658,out_of_box,0.0335,MissedShots,OpenPlay,RightFoot
28783,2025-08-16,A,45,WOL,MCI,Jørgen Strand Larsen,11070,0.892,0.432,penalty_area,0.0718,MissedShots,OpenPlay,LeftFoot
28783,2025-08-16,A,57,WOL,MCI,Jørgen Strand Larsen,11070,0.899,0.37,penalty_area,0.1077,SavedShot,SetPiece,RightFoot
28783,2025-08-16,A,73,WOL,MCI,Marshall Munetsi,7908,0.864,0.393,penalty_area,0.0503,BlockedShot,OpenPlay,RightFoot
28783,2025-08-16,A,74,WOL,MCI,Jørgen Strand Larsen,11070,0.884,0.677,penalty_area,0.0585,SavedShot,OpenPlay,RightFoot
28783,2025-08-16,A,76,WOL,MCI,Emmanuel Agbadou,10856,0.7,0.511,out_of_box,0.0116,MissedShots,OpenPlay,RightFoot
28783,2025-08-16,A,86,WOL,MCI,Fernando López,13200,0.822,0.425,out_of_box,0.0521,BlockedShot,OpenPlay,LeftFoot
28783,2025-08-16,A,92,WOL,MCI,Fernando López,13200,0.872,0.354,penalty_area,0.0544,SavedShot,OpenPlay,LeftFoot
28783,2025-08-16,H,17,MCI,WOL,Erling Haaland,8260,0.923,0.507,penalty_area,0.2403,MissedShots,FromCorner,Head
28783,2025-08-16,H,18,MCI,WOL,Erling Haaland,8260,0.955,0.458,six_yard,0.5463,MissedShots,OpenPlay,Head
28783,2025-08-16,H,32,MCI,WOL,Nico González,9802,0.816,0.4,out_of_box,0.0687,BlockedShot,OpenPlay,RightFoot
28783,2025-08-16,H,32,MCI,WOL,Rayan Ait Nouri,6674,0.758,0.49,out_of_box,0.0189,BlockedShot,OpenPlay,RightFoot
28783,2025-08-16,H,33,MCI,WOL,Nico González,9802,0.737,0.555,out_of_box,0.0174,BlockedShot,OpenPlay,RightFoot
28783,2025-08-16,H,33,MCI,WOL,Erling Haaland,8260,0.969,0.532,six_yard,0.7589,Goal,OpenPlay,LeftFoot
28783,2025-08-16,H,36,MCI,WOL,Tijjani Reijnders,11965,0.843,0.65,penalty_area,0.0884,Goal,OpenPlay,LeftFoot
28783,2025-08-16,H,42,MCI,WOL,Erling Haaland,8260,0.933,0.469,penalty_area,0.1175,MissedShots,FromCorner,Head
28783,2025-08-16,H,48,MCI,WOL,Erling Haaland,8260,0.914,0.483,penalty_area,0.0367,MissedShots,FromCorner,Head
28783,2025-08-16,H,51,MCI,WOL,Rayan Ait Nouri,6674,0.809,0.613,out_of_box,0.0387,MissedShots,OpenPlay,LeftFoot
28783,2025-08-16,H,60,MCI,WOL,Erling Haaland,8260,0.857,0.37,penalty_area,0.0893,Goal,OpenPlay,LeftFoot
28783,2025-08-16,H,80,MCI,WOL,Mathis Cherki,8094,0.788,0.462,out_of_box,0.0537,Goal,OpenPlay,RightFoot
28783,2025-08-16,H,86,MCI,WOL,Tijjani Reijnders,11965,0.775,0.387,out_of_box,0.038,MissedShots,OpenPlay,RightFoot
28783,2025-08-16,H,91,MCI,WOL,Omar Marmoush,8393,0.821,0.572,out_of_box,0.1576,BlockedShot,DirectFreekick,RightFoot
28783,2025-08-16,H,91,MCI,WOL,Tijjani Reijnders,11965,0.855,0.658,penalty_area,0.0355,MissedShots,SetPiece,RightFoot
28784,2025-08-17,A,2,CHE,CRY,Marc Cucurella,7134,0.977,0.587,six_yard,0.024,BlockedShot,FromCorner,Head
28784,2025-08-17,A,20,CHE,CRY,Cole Palmer,8497,0.832,0.732,out_of_box,0.0207,MissedShots,OpenPlay,LeftFoot
28784,2025-08-17,A,22,CHE,CRY,Pedro Neto,6382,0.768,0.378,out_of_box,0.019,BlockedShot,OpenPlay,LeftFoot
28784,2025-08-17,A,22,CHE,CRY,Josh Acheampong,12535,0.962,0.546,six_yard,0.0814,BlockedShot,FromCorner,Head
28784,2025-08-17,A,25,CHE,CRY,Jamie Bynoe-Gittens,10542,0.78,0.456,out_of_box,0.0226,BlockedShot,FromCorner,LeftFoot
28784,2025-08-17,A,29,CHE,CRY,João Pedro,8272,0.864,0.543,penalty_area,0.1088,BlockedShot,OpenPlay,LeftFoot
28784,2025-08-17,A,29,CHE,CRY,Moisés Caicedo,9453,0.811,0.478,out_of_box,0.039,BlockedShot,OpenPlay,RightFoot
28784,2025-08-17,A,29,CHE,CRY,Jamie Bynoe-Gittens,10542,0.805,0.673,out_of_box,0.02,BlockedShot,FromCorner,RightFoot
28784,2025-08-17,A,29,CHE,CRY,Trevoh Chalobah,6615,0.914,0.484,penalty_area,0.1312,MissedShots,FromCorner,RightFoot
28784,2025-08-17,A,46,CHE,CRY,Cole Palmer,8497,0.813,0.522,out_of_box,0.0561,BlockedShot,OpenPlay,LeftFoot
28784,2025-08-17,A,46,CHE,CRY,Marc Cucurella,7134,0.813,0.617,out_of_box,0.0319,MissedShots,OpenPlay,LeftFoot
28784,2025-08-17,A,58,CHE,CRY,Cole Palmer,8497,0.77,0.301,out_of_box,0.0517,BlockedShot,DirectFreekick,LeftFoot
28784,2025-08-17,A,61,CHE,CRY,João Pedro,8272,0.964,0.476,six_yard,0.0911,MissedShots,FromCorner,Head
28784,2025-08-17,A,63,CHE,CRY,Cole Palmer,8497,0.921,0.407,penalty_area,0.095,BlockedShot,OpenPlay,RightFoot
28784,2025-08-17,A,65,CHE,CRY,Estêvão,13775,0.903,0.534,penalty_area,0.0988,MissedShots,OpenPlay,LeftFoot
28784,2025-08-17,A,88,CHE,CRY,Malo Gusto,9017,0.711,0.4,out_of_box,0.0153,MissedShots,OpenPlay,RightFoot
28784,2025-08-17,A,89,CHE,CRY,Liam Delap,8868,0.854,0.328,penalty_area,0.0443,SavedShot,OpenPlay,RightFoot
28784,2025-08-17,A,92,CHE,CRY,Andrey Santos,11808,0.859,0.499,penalty_area,0.3393,MissedShots,OpenPlay,LeftFoot
28784,2025-08-17,A,93,CHE,CRY,Andrey Santos,11808,0.896,0.463,penalty_area,0.0864,SavedShot,OpenPlay,Head
28784,2025-08-17,H,4,CRY,CHE,Eberechi Eze,8706,0.57,0.882,out_of_box,0.0071,MissedShots,OpenPlay,RightFoot
28784,2025-08-17,H,8,CRY,CHE,Chris Richards,8430,0.898,0.464,penalty_area,0.0362,MissedShots,SetPiece,Head
28784,2025-08-17,H,17,CRY,CHE,Jean-Philippe Mateta,5735,0.74,0.313,out_of_box,0.014,BlockedShot,OpenPlay,RightFoot
28784,2025-08-17,H,18,CRY,CHE,Jean-Philippe Mateta,5735,0.853,0.474,penalty_area,0.2983,SavedShot,OpenPlay,RightFoot
28784,2025-08-17,H,24,CRY,CHE,Eberechi Eze,8706,0.709,0.742,out_of_box,0.0111,SavedShot,SetPiece,RightFoot
28784,2025-08-17,H,38,CRY,CHE,Maxence Lacroix,8853,0.921,0.493,penalty_area,0.4324,MissedShots,SetPiece,RightFoot
28784,2025-08-17,H,48,CRY,CHE,Eberechi Eze,8706,0.857,0.555,penalty_area,0.0721,BlockedShot,OpenPlay,LeftFoot
28784,2025-08-17,H,48,CRY,CHE,Eberechi Eze,8706,0.822,0.474,out_of_box,0.0557,BlockedShot,OpenPlay,RightFoot
28784,2025-08-17,H,48,CRY,CHE,Daniel Muñoz,12408,0.856,0.418,penalty_area,0.0614,MissedShots,OpenPlay,LeftFoot
28784,2025-08-17,H,68,CRY,CHE,Eberechi Eze,8706,0.604,0.673,out_of_box,0.0083,BlockedShot,OpenPlay,RightFoot
28784,2025-08-17,H,76,CRY,CHE,Jean-Philippe Mateta,5735,0.718,0.307,out_of_box,0.0155,SavedShot,OpenPlay,RightFoot
28784,2025-08-17,H,81,CRY,CHE,Eberechi Eze,8706,0.757,0.512,out_of_box,0.0256,SavedShot,OpenPlay,RightFoot
28785,2025-08-17,A,5,NFO,BRE,Chris Wood,4456,0.906,0.415,penalty_area,0.0867,Goal,FromCorner,RightFoot
28785,2025-08-17,A,10,NFO,BRE,Elliot Anderson,9154,0.844,0.344,penalty_area,0.0495,BlockedShot,OpenPlay,RightFoot
28785,2025-08-17,A,10,NFO,BRE,Elliot Anderson,9154,0.912,0.452,penalty_area,0.3447,MissedShots,OpenPlay,LeftFoot
28785,2025-08-17,A,17,NFO,BRE,Morgan Gibbs-White,6857,0.817,0.358,out_of_box,0.052,BlockedShot,OpenPlay,RightFoot
28785,2025-08-17,A,17,NFO,BRE,Elliot Anderson,9154,0.779,0.339,out_of_box,0.0297,SavedShot,OpenPlay,LeftFoot
28785,2025-08-17,A,41,NFO,BRE,Dan Ndoye,8662,0.908,0.46,penalty_area,0.3014,Goal,OpenPlay,Head
28785,2025-08-17,A,46,NFO,BRE,Chris Wood,4456,0.961,0.605,six_yard,0.364,Goal,OpenPlay,LeftFoot
28785,2025-08-17,A,54,NFO,BRE,Ibrahim Sangare,5722,0.69,0.605,out_of_box,0.0138,MissedShots,OpenPlay,RightFoot
28785,2025-08-17,A,60,NFO,BRE,Callum Hudson-Odoi,6456,0.728,0.664,out_of_box,0.0158,SavedShot,OpenPlay,RightFoot
28785,2025-08-17,A,62,NFO,BRE,Morgan Gibbs-White,6857,0.917,0.521,penalty_area,0.4769,MissedShots,OpenPlay,RightFoot
28785,2025-08-17,A,64,NFO,BRE,Morgan Gibbs-White,6857,0.76,0.605,out_of_box,0.0226,MissedShots,OpenPlay,RightFoot
28785,2025-08-17,H,23,BRE,NFO,Yehor Yarmolyuk,11772,0.815,0.532,out_of_box,0.0438,SavedShot,OpenPlay,RightFoot
28785,2025-08-17,H,25,BRE,NFO,Nathan Collins,9733,0.93,0.387,penalty_area,0.0132,BlockedShot,FromCorner,Head
28785,2025-08-17,H,39,BRE,NFO,Mathias Jensen,7166,0.878,0.606,penalty_area,0.0751,MissedShots,OpenPlay,RightFoot
28785,2025-08-17,H,39,BRE,NFO,Thiago,13222,0.92,0.454,penalty_area,0.1231,BlockedShot,OpenPlay,LeftFoot
28785,2025-08-17,H,50,BRE,NFO,Keane Lewis-Potter,10809,0.806,0.489,out_of_box,0.045,MissedShots,OpenPlay,LeftFoot
28785,2025-08-17,H,53,BRE,NFO,Keane Lewis-Potter,10809,0.853,0.624,penalty_area,0.0196,MissedShots,OpenPlay,Head
28785,2025-08-17,H,58,BRE,NFO,Fabio Carvalho,9501,0.803,0.376,out_of_box,0.0408,MissedShots,OpenPlay,RightFoot
28785,2025-08-17,H,72,BRE,NFO,Sepp van den Berg,10721,0.927,0.5,penalty_area,0.1312,SavedShot,OpenPlay,Head
28785,2025-08-17,H,74,BRE,NFO,Sepp van den Berg,10721,0.911,0.47,penalty_area,0.0814,BlockedShot,OpenPlay,Head
28785,2025-08-17,H,77,BRE,NFO,Thiago,13222,0.885,0.5,penalty_area,0.7612,Goal,Penalty,RightFoot
28786,2025-08-17,A,5,MUN,ARS,Bryan Mbeumo,6552,0.87,0.376,penalty_area,0.0713,SavedShot,OpenPlay,RightFoot
