understat_match_id,kickoff_date,home,away,understat_id,understat_name,team,us_minutes,us_npxg,us_xg_chain,us_xg_buildup,us_shots,us_sot,us_shots_six_yard,us_shots_penalty_area,us_shots_out_of_box,us_shots_foot,us_shots_head
28781,2025-08-16,SUN,WHU,8986,Omar Alderete,SUN,37,0.0,0.129201278090477,0.129201278090477,0,0,0,0,0,0,0
28781,2025-08-16,SUN,WHU,7148,Wilson Isidor,SUN,14,0.0925,0.09252168238162994,0.0,1,1,0,1,0,1,0
28781,2025-08-16,SUN,WHU,13719,Chris Rigg,SUN,1,0.0,0.0,0.0,0,0,0,0,0,0,0
28781,2025-08-16,SUN,WHU,12910,Mads Hermansen,WHU,90,0.0,0.04136160761117935,0.04136160761117935,0,0,0,0,0,0,0
28781,2025-08-16,SUN,WHU,7332,Max Kilman,WHU,90,0.0,0.08242816478013992,0.08242816478013992,0,0,0,0,0,0,0
28781,2025-08-16,SUN,WHU,6816,Jean-Clair Todibo,WHU,82,0.0,0.04136160761117935,0.04136160761117935,0,0,0,0,0,0,0
28781,2025-08-16,SUN,WHU,6935,Naif Aguerd,WHU,90,0.0,0.0,0.0,0,0,0,0,0,0,0
28781,2025-08-16,SUN,WHU,5584,Aaron Wan-Bissaka,WHU,90,0.0,0.13179314136505127,0.0907265841960907,0,0,0,0,0,0,0
28781,2025-08-16,SUN,WHU,8267,Guido Rodríguez,WHU,71,0.0242,0.21627750992774963,0.19202840328216553,1,0,0,0,1,1,0
28781,2025-08-16,SUN,WHU,843,James Ward-Prowse,WHU,71,0.0,0.1566011905670166,0.0907265841960907,0,0,0,0,0,0,0
28781,2025-08-16,SUN,WHU,13723,El Hadji Malick Diouf,WHU,90,0.1219,0.23339001834392548,0.0,3,0,0,1,2,3,0
28781,2025-08-16,SUN,WHU,7365,Lucas Paquetá,WHU,90,0.0,0.18372997641563416,0.18372997641563416,0,0,0,0,0,0,0
28781,2025-08-16,SUN,WHU,6098,Niclas Füllkrug,WHU,90,0.1424,0.28204473853111267,0.048949770629405975,2,1,0,2,0,1,1
28781,2025-08-16,SUN,WHU,1776,Jarrod Bowen,WHU,90,0.1972,0.19796280562877655,0.0907265841960907,4,1,0,2,2,3,1
28781,2025-08-16,SUN,WHU,8288,Tomas Soucek,WHU,19,0.0489,0.048949770629405975,0.0,1,1,0,1,0,1,0
28781,2025-08-16,SUN,WHU,468,Callum Wilson,WHU,19,0.0243,0.0,0.0,1,0,0,1,0,0,1
28781,2025-08-16,SUN,WHU,12774,Andy Irving,WHU,8,0.0,0.0,0.0,0,0,0,0,0,0,0
28782,2025-08-16,TOT,BUR,8858,Guglielmo Vicario,TOT,90,0.0,0.5460435152053833,0.5460435152053833,0,0,0,0,0,0,0
28782,2025-08-16,TOT,BUR,6912,Pedro Porro,TOT,90,0.0259,0.30092117190361023,0.27499204874038696,1,0,0,0,1,1,0
28782,2025-08-16,TOT,BUR,10050,Micky van de Ven,TOT,90,0.2798,0.6988369822502136,0.6988369822502136,2,0,2,0,0,0,2
28782,2025-08-16,TOT,BUR,7218,Cristian Romero,TOT,90,0.0,0.7274810671806335,0.7274810671806335,0,0,0,0,0,0,0
28782,2025-08-16,TOT,BUR,10764,Djed Spence,TOT,90,0.0967,0.18539492785930634,0.15279342234134674,2,1,0,1,1,2,0
28782,2025-08-16,TOT,BUR,12912,Lucas Bergvall,TOT,81,0.0928,0.3068143427371979,0.21403907239437103,1,1,1,0,0,1,0
28782,2025-08-16,TOT,BUR,10184,Archie Gray,TOT,72,0.0,0.6909223198890686,0.6909223198890686,0,0,0,0,0,0,0
28782,2025-08-16,TOT,BUR,9021,Pape Sarr,TOT,90,0.0,0.8382253050804138,0.8382253050804138,0,0,0,0,0,0,0
28782,2025-08-16,TOT,BUR,12027,Mohammed Kudus,TOT,86,0.0561,0.3187122344970703,0.1822718232870102,2,0,0,1,1,2,0
28782,2025-08-16,TOT,BUR,6026,Richarlison,TOT,73,0.8454,1.3913943767547607,0.5460435152053833,5,3,1,4,0,4,1
28782,2025-08-16,TOT,BUR,10760,Brennan Johnson,TOT,81,0.5496,0.7168514132499695,0.08871733397245407,2,1,0,1,1,2,0
28782,2025-08-16,TOT,BUR,10822,Wilson Odobert,TOT,9,0.0,0.06407608836889267,0.0,0,0,0,0,0,0,0
28782,2025-08-16,TOT,BUR,1679,Dominic Solanke,TOT,17,0.0927,0.09272023290395737,0.0,1,0,0,1,0,1,0
28782,2025-08-16,TOT,BUR,10715,João Palhinha,TOT,9,0.0,0.06407608836889267,0.06407608836889267,0,0,0,0,0,0,0
28782,2025-08-16,TOT,BUR,9780,Mathys Tel,TOT,4,0.0,0.0,0.0,0,0,0,0,0,0,0
28782,2025-08-16,TOT,BUR,6108,Rodrigo Bentancur,TOT,18,0.0,0.15679632127285004,0.15679632127285004,0,0,0,0,0,0,0
28782,2025-08-16,TOT,BUR,6532,Martin Dubravka,BUR,90,0.0,0.0,0.0,0,0,0,0,0,0,0
