element,web_name,team,position,price,total_mins,total_starts,season_ok,gw4_ok,season_ppg,gw4_ppg,season_start_rate,season_mins90_rate,season_rotation_risk,gw4_start_rate,gw4_mins90_rate,gw4_rotation_risk,season_value_score,gw4_value_score,season_save_score,season_cs_score,season_bps_score,gw4_save_score,gw4_cs_score,gw4_bps_score,season_dc_score,season_attacking_score,gw4_dc_score,gw4_attacking_score,season_set_piece_score,gw4_set_piece_score,season_goal_score,season_creative_score,gw4_goal_score,gw4_creative_score,season_shot_quality_score,season_creativity_depth_score,season_finishing_skill_score,gw4_shot_quality_score,gw4_creativity_depth_score,gw4_finishing_skill_score,season_save_score_norm,gw4_save_score_norm,season_cs_score_norm,gw4_cs_score_norm,season_bps_score_norm,gw4_bps_score_norm,season_value_score_norm,gw4_value_score_norm,season_reliability_score_norm,season_mins90_score_norm,gw4_reliability_score_norm,gw4_mins90_score_norm,season_dc_score_norm,gw4_dc_score_norm,season_attacking_score_norm,gw4_attacking_score_norm,season_set_piece_score_norm,gw4_set_piece_score_norm,season_goal_score_norm,gw4_goal_score_norm,season_creative_score_norm,gw4_creative_score_norm,season_shot_quality_score_norm,gw4_shot_quality_score_norm,season_creativity_depth_score_norm,gw4_creativity_depth_score_norm,season_finishing_skill_score_norm,gw4_finishing_skill_score_norm,season_att_goal_score_norm,gw4_att_goal_score_norm,season_att_creative_score_norm,gw4_att_creative_score_norm,season_att_dc_score_norm,gw4_att_dc_score_norm,season_att_bps_score_norm,gw4_att_bps_score_norm,season_att_value_score_norm,gw4_att_value_score_norm,season_att_reliability_norm,season_att_mins90_norm,gw4_att_reliability_norm,gw4_att_mins90_norm,season_overall_score,season_att_overall_score,gw4_overall_score,gw4_att_overall_score,season_save_score_rating,gw4_save_score_rating,season_cs_score_rating,gw4_cs_score_rating,season_bps_score_rating,gw4_bps_score_rating,season_value_score_rating,gw4_value_score_rating,season_reliability_score_rating,season_mins90_score_rating,gw4_reliability_score_rating,gw4_mins90_score_rating,season_dc_score_rating,gw4_dc_score_rating,season_attacking_score_rating,gw4_attacking_score_rating,season_set_piece_score_rating,gw4_set_piece_score_rating,season_goal_score_rating,gw4_goal_score_rating,season_creative_score_rating,gw4_creative_score_rating,season_shot_quality_score_rating,gw4_shot_quality_score_rating,season_creativity_depth_score_rating,gw4_creativity_depth_score_rating,season_finishing_skill_score_rating,gw4_finishing_skill_score_rating,season_att_goal_score_rating,gw4_att_goal_score_rating,season_att_creative_score_rating,gw4_att_creative_score_rating,season_att_dc_score_rating,gw4_att_dc_score_rating,season_att_bps_score_rating,gw4_att_bps_score_rating,season_att_value_score_rating,gw4_att_value_score_rating,season_att_reliability_rating,season_att_mins90_rating,gw4_att_reliability_rating,gw4_att_mins90_rating,season_overall_rating,season_att_overall_rating,gw4_overall_rating,gw4_att_overall_rating,code,selected_by_percent
44,Bogarde,AVL,DEF,4.0,1042,11,True,False,1.429,0.0,0.289,0.364,0.463,0.0,0.0,0.0,0.35725,0.0,,0.23639982308712956,6.4086,,,,1.29575,0.01088,,,0.173,,,,,,,,,,,,,,1.580458749482931,,2.229090294788411,,1.8086640726329442,,1.0,1.500687757909216,,,2.0045569933112604,,1.0,,1.0819613881321806,,,,,,,,,,,,,,,,,,,,,,,,,,1.584,,,,N/A,N/A,⭐½,N/A,⭐⭐,N/A,⭐⭐,N/A,⭐,⭐½,N/A,N/A,⭐⭐,N/A,⭐,N/A,⭐,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,⭐½,N/A,N/A,N/A,515597,0.5
47,Rogers,AVL,MID,7.3,3280,37,True,True,4.568,5.0,0.974,0.865,0.016,0.75,1.0,0.15,0.6257534246575343,0.684931506849315,,,10.147,,,13.0666,0.637407894736842,,0.9165000000000001,,1.427,1.333,0.20359944000000002,0.16867500000000002,0.117625,0.212645,0.0851,0.697,3.16,0.0367,1.076,0.78,,,,,2.312972030873931,3.1550254702194356,3.097082761731484,2.694187338022954,4.858887381275441,4.552361396303901,1.0,5.0,1.670473009858386,2.3455793298344774,,,1.723080820876615,1.4847272727272727,2.664088528374079,1.340800226456499,2.1312020120436355,2.195760055108037,2.082014388489209,1.135643199410247,2.2610837438423648,3.014300306435138,3.9766573295985057,4.1085714285714285,1.9249402483452465,1.340800226456499,2.150487951011953,2.195760055108037,1.7322786006933502,2.3455793298344774,2.5703178939152886,2.529657219259194,3.097082761731484,2.7241399033374325,4.858887381275441,4.552361396303901,1.0,5.0,2.913,2.811,2.216,2.107,N/A,N/A,N/A,N/A,⭐⭐½,⭐⭐⭐,⭐⭐⭐,⭐⭐½,⭐⭐⭐⭐⭐,⭐⭐⭐⭐½,⭐,⭐⭐⭐⭐⭐,⭐½,⭐⭐½,N/A,N/A,⭐½,⭐½,⭐⭐½,⭐½,⭐⭐,⭐⭐,⭐⭐,⭐,⭐⭐½,⭐⭐⭐,⭐⭐⭐⭐,⭐⭐⭐⭐,⭐⭐,⭐½,⭐⭐,⭐⭐,⭐½,⭐⭐½,⭐⭐½,⭐⭐½,⭐⭐⭐,⭐⭐½,⭐⭐⭐⭐⭐,⭐⭐⭐⭐½,⭐,⭐⭐⭐⭐⭐,⭐⭐⭐,⭐⭐⭐,⭐⭐,⭐⭐,244850,20.2
48,Tielemans,AVL,MID,5.9,1857,21,True,True,2.72,2.25,0.553,0.667,0.287,0.75,0.667,0.15,0.4610169491525424,0.3813559322033898,,,12.184,,,11.3286,1.3470657894736842,,1.305,,3.247,3.147,0.041219200000000004,0.18176,0.025228000000000004,0.09888,0.0767,0.839,-1.14,0.0275,0.734,-0.11,,,,,2.989210722881567,2.729378918495298,2.222450236290193,1.559963353183692,2.5739484396200814,3.7392197125256676,1.0,3.668,3.0560161844513667,2.972951150585385,,,2.6453002280212816,2.1443636363636362,1.247862701827472,1.0730942241279027,2.2382247395487216,1.5560288473704187,1.920863309352518,1.0,2.660802251935257,2.3156281920326864,2.370681605975723,3.091428571428571,1.1377680244018182,1.0730942241279027,2.256791201649183,1.5560288473704187,3.0921021115663416,2.972951150585385,3.181790892444391,2.2742980561555077,2.222450236290193,1.6046495170022292,2.5739484396200814,3.7392197125256676,1.0,3.668,2.356,2.379,1.866,1.792,N/A,N/A,N/A,N/A,⭐⭐⭐,⭐⭐½,⭐⭐,⭐½,⭐⭐½,⭐⭐⭐½,⭐,⭐⭐⭐½,⭐⭐⭐,⭐⭐⭐,N/A,N/A,⭐⭐½,⭐⭐,⭐,⭐,⭐⭐,⭐½,⭐⭐,⭐,⭐⭐½,⭐⭐½,⭐⭐½,⭐⭐⭐,⭐,⭐,⭐⭐½,⭐½,⭐⭐⭐,⭐⭐⭐,⭐⭐⭐,⭐⭐½,⭐⭐,⭐½,⭐⭐½,⭐⭐⭐½,⭐,⭐⭐⭐½,⭐⭐½,⭐⭐½,⭐⭐,⭐⭐,166989,0.7
50,Buendía,AVL,MID,5.3,1753,21,True,False,2.833,0.0,0.553,0.143,0.383,0.0,0.0,0.0,0.5345283018867925,0.0,,,11.972399999999999,,,,1.1821315789473683,,,,0.667,,0.18730623999999998,0.148385,,,0.0772,0.662,2.62,,,,,,,,2.91896422939663,,2.6127427922858715,,2.5739484396200814,1.5872689938398357,,,2.733996981471372,,,,1.3379782112997214,,2.5219847192093114,,1.9652493073376203,,1.9304556354916067,,2.1625615763546797,,3.774976657329598,,1.8459555487342896,,1.9856508890761932,,2.7760605105578318,,3.1182721460090654,,2.6127427922858715,,2.5739484396200814,1.5872689938398357,,,2.395,2.257,,,N/A,N/A,N/A,N/A,⭐⭐⭐,N/A,⭐⭐½,N/A,⭐⭐½,⭐½,N/A,N/A,⭐⭐½,N/A,N/A,N/A,⭐½,N/A,⭐⭐½,N/A,⭐⭐,N/A,⭐⭐,N/A,⭐⭐,N/A,⭐⭐⭐⭐,N/A,⭐⭐,N/A,⭐⭐,N/A,⭐⭐⭐,N/A,⭐⭐⭐,N/A,⭐⭐½,N/A,⭐⭐½,⭐½,N/A,N/A,⭐⭐½,⭐⭐½,N/A,N/A,195546,0.4
52,J.Ramsey,NEW,MID,5.3,1441,15,True,False,2.214,0.0,0.395,0.533,0.443,0.0,0.0,0.0,0.41773584905660377,0.0,,,11.4292,,,,1.0258157894736841,,,,0.562,,0.08423499999999999,0.12587500000000001,,,0.0757,0.609,0.8,,,,,,,,2.738633911527928,,1.9926586387417742,,1.7164179104477613,3.1889117043121153,,,2.42880446999133,,,,1.2847732455029135,,1.623032038377064,,1.7811391356800361,,1.9016786570743407,,2.013370865587614,,3.095238095238095,,1.3462961245617002,,1.8027784265737816,,2.4765332492908922,,2.9552126797346383,,1.9926586387417742,,1.7164179104477613,3.1889117043121153,,,2.076,2.044,,,N/A,N/A,N/A,N/A,⭐⭐½,N/A,⭐⭐,N/A,⭐½,⭐⭐⭐,N/A,N/A,⭐⭐½,N/A,N/A,N/A,⭐½,N/A,⭐½,N/A,⭐⭐,N/A,⭐⭐,N/A,⭐⭐,N/A,⭐⭐⭐,N/A,⭐½,N/A,⭐⭐,N/A,⭐⭐½,N/A,⭐⭐⭐,N/A,⭐⭐,N/A,⭐½,⭐⭐⭐,N/A,N/A,⭐⭐,⭐⭐,N/A,N/A,232653,0.3
54,McGinn,AVL,MID,5.3,2136,28,True,False,3.433,0.0,0.737,0.214,0.201,0.0,0.0,0.0,0.6477358490566038,0.0,,,11.3008,,,,0.6556578947368421,,,,4.129,,0.13966810000000002,0.198285,,,0.1071,0.709,2.0,,,,,,,,2.69600796746618,,3.2137936680959815,,3.5725915875169605,1.8788501026694044,,,1.7061044924697346,,,,3.092221940714466,,2.1065008881924157,,2.373383361789574,,2.504076738609113,,2.294862772695285,,3.5434173669467786,,1.615019687275233,,2.3910411991104157,,1.76724866057359,,2.916669168192598,,3.2137936680959815,,3.5725915875169605,1.8788501026694044,,,2.411,2.348,,,N/A,N/A,N/A,N/A,⭐⭐½,N/A,⭐⭐⭐,N/A,⭐⭐⭐½,⭐⭐,N/A,N/A,⭐½,N/A,N/A,N/A,⭐⭐⭐,N/A,⭐⭐,N/A,⭐⭐½,N/A,⭐⭐½,N/A,⭐⭐½,N/A,⭐⭐⭐½,N/A,⭐½,N/A,⭐⭐½,N/A,⭐⭐,N/A,⭐⭐⭐,N/A,⭐⭐⭐,N/A,⭐⭐⭐½,⭐⭐,N/A,N/A,⭐⭐½,⭐⭐½,N/A,N/A,122806,0.7
55,Barkley,AVL,MID,4.8,844,7,False,True,0.0,4.0,0.0,0.0,0.0,0.75,0.0,0.15,0.0,0.8333333333333334,,,,,,9.4604,,,0.384,,,0.0,,,0.25125099999999995,0.119395,,,,0.1459,0.947,0.23,,,,,,2.2718456112852667,,3.2486486486486483,,,1.0,1.0,,1.4856681469519581,,,,1.0,,1.7279608730917904,,1.6713902127001532,,2.745669001105787,,2.7507660878447395,,3.48,,1.7279608730917904,,1.6713902127001532,,1.4856681469519581,,1.999808994872247,,3.2713987473903967,,,1.0,1.0,,,1.591,1.536,N/A,N/A,N/A,N/A,N/A,⭐⭐½,N/A,⭐⭐⭐,N/A,N/A,⭐,⭐,N/A,⭐½,N/A,N/A,N/A,⭐,N/A,⭐½,N/A,⭐½,N/A,⭐⭐½,N/A,⭐⭐⭐,N/A,⭐⭐⭐½,N/A,⭐½,N/A,⭐½,N/A,⭐½,N/A,⭐⭐,N/A,⭐⭐⭐½,N/A,N/A,⭐,⭐,N/A,N/A,⭐½,⭐½,88894,0.1
58,Kamara,AVL,MID,4.9,1410,17,True,False,3.389,0.0,0.447,0.529,0.355,0.0,0.0,0.0,0.6916326530612243,0.0,,,10.9788,,,,1.3799736842105264,,,,0.191,,0.04,0.07996,,,,0.637,0.47,,,,,,,,2.5891111295543197,,3.446854211777452,,1.9986431478968791,3.1724845995893225,,,3.120265887415305,,,,1.0967823663541931,,1.2372292495815236,,1.4055985523100674,,,,2.0921885995777623,,2.971988795518207,,1.131857697040362,,1.4297624729621317,,3.155159155373464,,2.820010206225798,,3.446854211777452,,1.9986431478968791,3.1724845995893225,,,1.973,2.001,,,N/A,N/A,N/A,N/A,⭐⭐½,N/A,⭐⭐⭐½,N/A,⭐⭐,⭐⭐⭐,N/A,N/A,⭐⭐⭐,N/A,N/A,N/A,⭐,N/A,⭐,N/A,⭐½,N/A,N/A,N/A,⭐⭐,N/A,⭐⭐⭐,N/A,⭐,N/A,⭐½,N/A,⭐⭐⭐,N/A,⭐⭐⭐,N/A,⭐⭐⭐½,N/A,⭐⭐,⭐⭐⭐,N/A,N/A,⭐⭐,⭐⭐,N/A,N/A,226944,0.2
59,Onana,AVL,MID,4.8,1755,21,True,False,3.04,0.0,0.553,0.524,0.287,0.0,0.0,0.0,0.6333333333333334,0.0,,,10.943800000000001,,,,1.9768552631578946,,,,0.0,,0.08647662000000002,0.03037,,,0.1459,0.622,0.32,,,,,,,,2.5774919080421617,,3.137326640006807,,2.5739484396200814,3.1519507186858315,,,4.285623454609679,,,,1.0,,1.6425826939082016,,1.0,,3.2484412470023982,,2.049964813511612,,2.9159663865546217,,1.3571628470190393,,1.026890619763793,,4.298884336589978,,2.8095037973163635,,3.137326640006807,,2.5739484396200814,3.1519507186858315,,,2.196,2.186,,,N/A,N/A,N/A,N/A,⭐⭐½,N/A,⭐⭐⭐,N/A,⭐⭐½,⭐⭐⭐,N/A,N/A,⭐⭐⭐⭐½,N/A,N/A,N/A,⭐,N/A,⭐½,N/A,⭐,N/A,⭐⭐⭐,N/A,⭐⭐,N/A,⭐⭐⭐,N/A,⭐½,N/A,⭐,N/A,⭐⭐⭐⭐½,N/A,⭐⭐⭐,N/A,⭐⭐⭐,N/A,⭐⭐½,⭐⭐⭐,N/A,N/A,⭐⭐,⭐⭐,N/A,N/A,449871,0.6
64,Watkins,AVL,FWD,8.7,2833,33,True,True,4.514,9.5,0.868,0.394,0.091,0.75,1.0,0.15,0.5188505747126437,1.0919540229885059,,,12.2056,,,29.879999999999995,0.3575,,0.22499999999999998,,0.222,0.3,0.5189184,0.070885,1.0726574400000002,0.057719999999999994,0.2268,0.829,0.6,0.306,0.989,2.08,,,,,3.239982792527041,5.0,3.243137918783253,4.62728471829659,4.2835820895522385,2.7111834961997827,1.0,5.0,1.547706729159692,1.0,,,1.1560358460727465,1.1092697140775816,3.261565364421036,5.0,2.0183867313445845,1.4756063870932095,4.461501210653753,4.942857142857143,3.5198637911464243,4.898448519040904,3.2465166130760985,5.0,3.4535149505056135,4.10785886046545,1.3560366801052064,1.3245750917295769,1.1959281437125748,1.2289059345983044,3.188274847657071,5.0,2.529505306055387,4.225109783312937,4.2835820895522385,2.6180698151950716,1.0,5.0,2.988,2.805,3.095,2.93,N/A,N/A,N/A,N/A,⭐⭐⭐,⭐⭐⭐⭐⭐,⭐⭐⭐,⭐⭐⭐⭐½,⭐⭐⭐⭐½,⭐⭐½,⭐,⭐⭐⭐⭐⭐,⭐½,⭐,N/A,N/A,⭐,⭐,⭐⭐⭐½,⭐⭐⭐⭐⭐,⭐⭐,⭐½,⭐⭐⭐⭐½,⭐⭐⭐⭐⭐,⭐⭐⭐½,⭐⭐⭐⭐⭐,⭐⭐⭐,⭐⭐⭐⭐⭐,⭐⭐⭐½,⭐⭐⭐⭐,⭐½,⭐½,⭐,⭐,⭐⭐⭐,⭐⭐⭐⭐⭐,⭐⭐½,⭐⭐⭐⭐,⭐⭐⭐⭐½,⭐⭐½,⭐,⭐⭐⭐⭐⭐,⭐⭐⭐,⭐⭐⭐,⭐⭐⭐,⭐⭐⭐,178301,13.0
67,Petrović,BOU,GKP,4.6,3420,38,True,True,3.263,4.5,1.0,1.0,0.0,1.0,1.0,0.0,0.7093478260869566,0.9782608695652175,2.2944421052631574,0.3474607592427396,8.1372,1.7999999999999998,0.6303355481727575,11.4,,,,,,,,,,,,,,,,,3.4961026690811736,1.9686444156746343,2.6492667119820466,3.4627912758376747,3.0410725964682803,3.855276663245311,3.051786021337142,4.3177257525083625,5.0,5.0,5.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.507,,3.532,,⭐⭐⭐½,⭐⭐,⭐⭐½,⭐⭐⭐½,⭐⭐⭐,⭐⭐⭐⭐,⭐⭐⭐,⭐⭐⭐⭐½,⭐⭐⭐⭐⭐,⭐⭐⭐⭐⭐,⭐⭐⭐⭐⭐,⭐⭐⭐⭐⭐,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,⭐⭐⭐½,N/A,⭐⭐⭐½,N/A,457569,5.2
72,Senesi,BOU,DEF,5.2,3288,37,True,True,4.73,7.0,0.974,0.946,0.016,1.0,1.0,0.0,0.9096153846153847,1.346153846153846,,0.3419541028932556,9.5312,,0.6303355481727575,13.65,3.209355263157895,0.09682400000000002,2.9375,0.03200000000000001,0.712,0.25,,,,,,,,,,,,,2.3995689681183987,2.9830401390262913,3.284111833769744,4.130499042671115,4.445116232664871,4.727976059443025,4.853727144866385,4.702888583218707,5.0,5.0,5.0,3.6826505071795546,2.897386082656306,1.2717622080679405,1.3373208575151012,1.121212121212121,,,,,,,,,,,,,,,,,,,,,,,,,3.61,,3.442,,N/A,N/A,⭐⭐½,⭐⭐⭐,⭐⭐⭐½,⭐⭐⭐⭐,⭐⭐⭐⭐½,⭐⭐⭐⭐½,⭐⭐⭐⭐⭐,⭐⭐⭐⭐½,⭐⭐⭐⭐⭐,⭐⭐⭐⭐⭐,⭐⭐⭐⭐⭐,⭐⭐⭐½,⭐⭐⭐,⭐½,⭐½,⭐,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,⭐⭐⭐½,N/A,⭐⭐⭐½,N/A,221466,22.0
73,Smith,BOU,DEF,4.4,1073,14,True,True,2.636,6.333,0.368,0.429,0.465,0.75,0.333,0.15,0.5990909090909091,1.4393181818181817,,0.30016275303643725,9.4446,,0.6639587343441002,12.761400000000002,1.46775,0.01216,1.4269999999999998,0.0064,1.09,1.007,,,,,,,,,,,,,2.0752645270179144,3.1247516647131293,3.254852605794408,3.9315089966521484,2.962976064143379,5.0,1.4444444444444444,1.8583218707015128,1.0,1.4426666666666668,2.2737954862595067,2.0907653800553283,1.0282585658777816,1.054352441613588,1.5164041217576691,1.4882424242424241,,,,,,,,,,,,,,,,,,,,,,,,,2.029,,2.326,,N/A,N/A,⭐⭐,⭐⭐⭐,⭐⭐⭐½,⭐⭐⭐⭐,⭐⭐⭐,⭐⭐⭐⭐⭐,⭐½,⭐⭐,⭐,⭐½,⭐⭐½,⭐⭐,⭐,⭐,⭐½,⭐½,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,⭐⭐,N/A,⭐⭐½,N/A,54469,0.2
74,Truffert,BOU,DEF,4.8,3378,38,True,True,4.342,6.5,1.0,0.947,0.0,1.0,1.0,0.0,0.9045833333333333,1.3541666666666667,,0.35648522920203735,9.905600000000002,,0.6303355481727575,16.55,2.162894736842105,0.06198000000000001,1.4375,0.09140000000000002,3.89,2.25,,,,,,,,,,,,,2.5123317482696876,2.9830401390262913,3.4106090041388635,4.77991512803574,4.421098140942497,4.751372126138831,5.0,4.708390646492434,5.0,5.0,3.3619334009587707,2.1018311157950205,2.128134934652066,1.7762208067940553,2.842946819850764,2.090909090909091,,,,,,,,,,,,,,,,,,,,,,,,,3.242,,3.299,,N/A,N/A,⭐⭐½,⭐⭐⭐,⭐⭐⭐½,⭐⭐⭐⭐⭐,⭐⭐⭐⭐½,⭐⭐⭐⭐⭐,⭐⭐⭐⭐⭐,⭐⭐⭐⭐½,⭐⭐⭐⭐⭐,⭐⭐⭐⭐⭐,⭐⭐⭐½,⭐⭐,⭐⭐,⭐⭐,⭐⭐⭐,⭐⭐,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,⭐⭐⭐,N/A,⭐⭐⭐½,N/A,494521,5.3
77,Hill,BOU,DEF,4.2,2102,22,True,True,3.793,5.0,0.579,0.909,0.253,1.0,1.0,0.0,0.9030952380952381,1.1904761904761905,,0.38181351713706213,9.9846,,0.6303355481727575,10.399999999999999,2.9672105263157893,0.051940000000000014,2.8125,0.022600000000000002,0.471,0.0,,,,,,,,,,,,,2.708881424002648,2.9830401390262913,3.4373004476729454,3.4027051539004147,4.413995429559631,4.273423906495949,2.631504922644163,4.4993122420907845,5.0,5.0,4.620961139402802,3.5509155578975102,1.9064818085482163,1.191932059447983,1.2231434324292314,1.0,,,,,,,,,,,,,,,,,,,,,,,,,3.158,,3.294,,N/A,N/A,⭐⭐½,⭐⭐⭐,⭐⭐⭐½,⭐⭐⭐½,⭐⭐⭐⭐½,⭐⭐⭐⭐½,⭐⭐½,⭐⭐⭐⭐½,⭐⭐⭐⭐⭐,⭐⭐⭐⭐⭐,⭐⭐⭐⭐½,⭐⭐⭐½,⭐⭐,⭐,⭐,⭐,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,⭐⭐⭐,N/A,⭐⭐⭐½,N/A,463981,7.4
81,Kluivert,BOU,MID,6.9,945,10,True,False,2.05,0.0,0.263,0.2,0.482,0.0,0.0,0.0,0.29710144927536225,0.0,,,8.5144,,,,0.45225,,,,4.857,,0.19884880000000002,0.17290999999999998,,,0.1349,0.727,-0.31,,,,,,,,1.7709851439953523,,1.3521765025765848,,1.0,1.8213552361396306,,,1.3089688834655278,,,,3.4611097035723333,,2.622655044468492,,2.1658402429174632,,3.0374100719424457,,2.345531315974666,,2.680672268907563,,1.9019105259236353,,2.1848933210118506,,1.3774850299401198,,2.080238945756912,,1.3521765025765848,,1.0,1.8213552361396306,,,1.94,1.774,,,N/A,N/A,N/A,N/A,⭐⭐,N/A,⭐½,N/A,⭐,⭐⭐,N/A,N/A,⭐½,N/A,N/A,N/A,⭐⭐⭐½,N/A,⭐⭐½,N/A,⭐⭐,N/A,⭐⭐⭐,N/A,⭐⭐½,N/A,⭐⭐½,N/A,⭐⭐,N/A,⭐⭐,N/A,⭐½,N/A,⭐⭐,N/A,⭐½,N/A,⭐,⭐⭐,N/A,N/A,⭐⭐,⭐⭐,N/A,N/A,222683,0.6
82,Semenyo,MCI,MID,8.0,3200,37,True,True,5.459,4.75,0.974,0.838,0.037,1.0,0.5,0.2,0.682375,0.59375,,,11.6438,,,12.6986,0.7004736842105264,,0.46225,,1.378,2.158,0.357282,0.125245,0.236872,0.12561,0.1363,0.809,5.9,0.1667,0.747,1.56,,,,,2.809876338285335,3.0649000783699063,3.397702714200629,2.353513513513513,4.858887381275441,4.441478439425051,5.0,3.0,1.7936032882694843,1.6120306822769481,,,1.698251836838105,1.7847272727272727,4.0044561159684715,1.686299946790256,1.7759863410045904,1.7063388300788662,3.0642685851318947,3.052340582381128,2.576354679802956,2.3421859039836566,5.0,5.0,2.669948646759483,1.686299946790256,1.7976602723589206,1.7063388300788662,1.8531232272297515,1.6120306822769481,3.0196319755050585,2.475588075402948,3.397702714200629,2.387891440501044,4.858887381275441,4.441478439425051,5.0,3.0,3.286,3.007,2.518,2.496,N/A,N/A,N/A,N/A,⭐⭐⭐,⭐⭐⭐,⭐⭐⭐½,⭐⭐½,⭐⭐⭐⭐⭐,⭐⭐⭐⭐½,⭐⭐⭐⭐⭐,⭐⭐⭐,⭐⭐,⭐½,N/A,N/A,⭐½,⭐⭐,⭐⭐⭐⭐,⭐½,⭐⭐,⭐½,⭐⭐⭐,⭐⭐⭐,⭐⭐½,⭐⭐½,⭐⭐⭐⭐⭐,⭐⭐⭐⭐⭐,⭐⭐½,⭐½,⭐⭐,⭐½,⭐⭐,⭐½,⭐⭐⭐,⭐⭐½,⭐⭐⭐½,⭐⭐½,⭐⭐⭐⭐⭐,⭐⭐⭐⭐½,⭐⭐⭐⭐⭐,⭐⭐⭐,⭐⭐⭐½,⭐⭐⭐,⭐⭐½,⭐⭐½,437730,46.2
83,O.Dango,BRE,MID,5.6,2271,25,True,True,4.25,6.0,0.658,0.56,0.221,0.75,0.667,0.15,0.7589285714285715,1.0714285714285714,,,10.4542,,,13.5466,1.0170657894736843,,0.9277500000000001,,4.439,2.784,0.3161609,0.21417,0.5117432399999999,0.135715,0.1553,0.625,-0.94,0.1108,0.839,0.44,,,,,2.4149555979749358,3.272580329153605,3.804147269390186,4.138223938223938,3.1438263229308006,3.2997946611909654,1.0,3.668,2.411720882437944,2.3637464675010094,,,3.249303268305042,2.012363636363636,3.6458117154182226,2.482696808328013,2.5033073989633063,1.7631619642078924,3.428776978417266,2.2281607077036494,2.0584095707248418,2.530132788559755,2.445378151260504,3.7199999999999998,2.4706055016945414,2.482696808328013,2.520091801813695,1.7631619642078924,2.4597667822250244,2.3637464675010094,2.662534145828956,2.600182189506472,3.804147269390186,4.149418431255592,3.1438263229308006,3.2997946611909654,1.0,3.668,2.977,2.706,2.327,2.204,N/A,N/A,N/A,N/A,⭐⭐½,⭐⭐⭐½,⭐⭐⭐⭐,⭐⭐⭐⭐,⭐⭐⭐,⭐⭐⭐½,⭐,⭐⭐⭐½,⭐⭐½,⭐⭐½,N/A,N/A,⭐⭐⭐,⭐⭐,⭐⭐⭐½,⭐⭐½,⭐⭐½,⭐⭐,⭐⭐⭐½,⭐⭐,⭐⭐,⭐⭐½,⭐⭐½,⭐⭐⭐½,⭐⭐½,⭐⭐½,⭐⭐½,⭐⭐,⭐⭐½,⭐⭐½,⭐⭐½,⭐⭐½,⭐⭐⭐⭐,⭐⭐⭐⭐,⭐⭐⭐,⭐⭐⭐½,⭐,⭐⭐⭐½,⭐⭐⭐,⭐⭐½,⭐⭐½,⭐⭐,533463,1.6
